Time,BER,Ch 00 (Mag),Ch 00 (Pha),Ch 01 (Mag),Ch 01 (Pha),Ch 02 (Mag),Ch 02 (Pha),Ch 03 (Mag),Ch 03 (Pha),Ch 04 (Mag),Ch 04 (Pha),Ch 05 (Mag),Ch 05 (Pha),Ch 06 (Mag),Ch 06 (Pha),Ch 07 (Mag),Ch 07 (Pha),Ch 08 (Mag),Ch 08 (Pha),Ch 09 (Mag),Ch 09 (Pha),Ch 10 (Mag),Ch 10 (Pha),Ch 11 (Mag),Ch 11 (Pha),Ch 12 (Mag),Ch 12 (Pha),Ch 13 (Mag),Ch 13 (Pha),Ch 14 (Mag),Ch 14 (Pha),Ch 15 (Mag),Ch 15 (Pha),Ch 16 (Mag),Ch 16 (Pha),Ch 17 (Mag),Ch 17 (Pha),Ch 18 (Mag),Ch 18 (Pha),Ch 19 (Mag),Ch 19 (Pha),Ch 20 (Mag),Ch 20 (Pha),Ch 21 (Mag),Ch 21 (Pha),Ch 22 (Mag),Ch 22 (Pha),Ch 23 (Mag),Ch 23 (Pha),Ch 24 (Mag),Ch 24 (Pha),Ch 25 (Mag),Ch 25 (Pha),Ch 26 (Mag),Ch 26 (Pha),Ch 27 (Mag),Ch 27 (Pha),Ch 28 (Mag),Ch 28 (Pha),Ch 29 (Mag),Ch 29 (Pha),Ch 30 (Mag),Ch 30 (Pha),Ch 31 (Mag),Ch 31 (Pha),RSS
1.000000,0.000000,7.335582,3.036516,7.476767,3.028746,7.497301,2.920139,9.161442,2.948186,6.837977,3.003151,7.715390,2.964061,7.319603,-3.086557,7.868064,-3.089551,9.150561,2.962814,7.723191,2.974471,6.482643,-3.117596,7.247628,-3.064709,6.433010,-2.997270,8.680073,-2.890749,7.156179,-3.139585,6.253689,-3.021357,7.205936,-2.767369,7.670566,-2.678771,6.255211,-2.781814,8.073137,-2.909389,6.815658,-2.694614,6.625516,-2.828387,7.442782,-2.703557,9.115537,-2.647322,6.804292,-2.491991,6.960985,-2.335101,6.858478,-2.351690,6.658564,-2.488274,7.575567,-2.614657,6.643315,-2.287983,8.780210,-2.616120,7.555894,-2.396015,-20.881740
1.100000,0.000000,8.742541,-1.851968,7.744253,-1.804156,7.613727,-1.889268,8.273905,-2.159920,9.906196,-2.223519,9.510670,-2.419123,8.246218,-2.280739,7.451721,-2.304640,9.714422,-2.329685,8.265906,-2.657776,7.672866,-2.546861,9.501023,-3.067696,8.647369,-2.909859,8.475276,-2.860995,8.570853,-2.937480,9.046064,-2.965112,7.825049,3.031751,10.918284,2.821082,9.181080,2.837733,7.287360,2.677070,6.952615,2.693133,7.610167,2.726049,8.449497,2.537405,9.140741,2.514058,7.168672,2.389948,8.947640,2.394776,10.090106,2.224930,8.455894,2.202592,8.995206,1.985316,7.750640,1.981959,10.252923,1.778247,9.125039,1.601919,-21.768476
1.201000,0.000000,11.276464,2.318371,10.503712,2.547539,9.345642,2.420030,12.040075,2.541357,9.302925,2.575736,12.878308,2.781821,9.884240,2.656249,8.756706,2.637294,9.397546,2.814369,11.424050,2.896503,8.048834,2.928093,11.498460,2.824669,10.822024,2.764848,8.627456,2.984752,9.504490,2.896868,11.190031,3.053845,8.924176,2.922861,8.816199,-2.998877,10.443991,3.030603,9.635288,2.899911,9.641691,-3.090813,11.624405,3.084387,9.948809,3.066571,10.425704,3.033105,10.230620,-3.110499,12.671760,-3.090017,10.231030,-3.088391,10.193606,-2.906892,10.042232,-2.874442,8.766614,-2.835842,10.042617,-2.633793,12.641956,-2.899023,-23.591937
1.302000,0.000000,11.171436,2.461627,12.251503,2.455756,10.969092,2.611304,11.041686,2.832624,11.627266,2.577448,12.808473,2.655393,13.400309,2.582645,11.731864,2.681010,13.466359,2.765416,12.896206,2.771092,11.342982,2.838547,12.095322,2.896332,12.492853,3.017476,9.216699,3.073143,12.561147,2.903264,14.170070,3.026014,9.697714,3.013301,11.605097,3.054690,9.222204,3.062189,11.625284,3.057776,15.634825,3.075730,12.336585,-3.069957,11.586494,-2.971629,11.402162,3.031547,12.289012,-2.852205,11.408415,-2.926925,11.483211,-3.044872,11.035441,-2.875493,15.861088,-2.813546,12.939542,-2.881047,9.745700,-2.877838,11.806937,-2.795727,-24.795082
1.402000,0.000000,10.005732,2.915156,8.498953,2.953825,9.466703,2.956249,10.122730,2.970153,10.648058,3.057505,10.177844,-3.135831,9.715681,-3.062838,9.202184,3.063826,12.080543,3.140163,11.334261,-3.073456,9.537992,-2.963752,9.028622,-2.981153,11.333308,-2.928960,9.138503,-3.066984,8.982647,-2.881117,8.588746,-2.929969,9.671953,-2.899159,9.516652,-2.809130,11.054551,-2.896874,10.363575,-2.683565,9.304476,-2.877490,9.232474,-2.784361,8.854163,-2.629142,8.291033,-2.595872,7.846696,-2.587177,9.361539,-2.552899,8.736219,-2.430886,9.712635,-2.342323,8.524522,-2.404694,10.041717,-2.496598,9.393921,-2.549930,9.745195,-2.511025,-23.075173
1.503000,0.000000,7.738359,2.951503,6.796598,-3.089193,8.027769,3.079548,6.681949,3.059218,9.075712,3.003701,8.396312,3.082541,6.723081,-3.030204,6.065200,-3.109525,8.886409,-2.980321,7.697364,-2.983487,5.914947,-3.001335,7.552059,-2.845731,7.783096,-3.022630,7.441598,-2.855187,8.397448,-2.839372,8.966084,-2.864402,7.262608,-2.819902,9.664925,-2.662223,6.809028,-2.717758,6.966313,-2.827558,7.147810,-2.611612,8.690125,-2.747860,6.954307,-2.493958,7.875695,-2.507268,7.312596,-2.408592,8.902567,-2.559955,7.450337,-2.566775,8.851757,-2.311510,8.329536,-2.344268,8.051222,-2.440553,7.406513,-2.299810,7.901570,-2.146683,-21.004284
1.603000,0.000000,8.416570,2.655775,7.568346,2.828884,7.072776,2.673497,6.482524,2.856629,8.966481,2.947617,7.206027,2.820555,6.615183,2.930471,6.471593,2.897169,7.213005,-3.105400,6.713574,3.101737,6.343285,3.135406,6.343916,-3.066164,6.865558,-3.048428,7.474164,3.085385,7.510573,3.012375,7.039891,-3.067553,6.110392,-2.911820,7.173789,-2.866736,7.490520,-2.890180,7.115219,-2.890065,6.891982,-2.728681,7.777385,-2.776426,7.657574,-2.772619,7.172601,-2.701062,8.275621,-2.678113,6.668015,-2.808290,13.097296,-2.710993,7.967744,-2.739252,7.388457,-2.560273,10.398788,-2.759589,8.308437,-2.611311,7.890427,-2.635684,-21.097586
1.703000,0.000000,7.248296,-1.848744,7.445342,-2.262555,9.085644,-2.173902,9.892976,-2.351848,8.159334,-2.304837,8.007158,-2.496100,8.756507,-2.419522,8.398178,-2.540971,8.728439,-2.526298,9.835012,-2.719240,8.138160,-2.712181,8.237139,-2.986112,11.058509,-2.997844,10.295594,-3.121743,9.676497,-3.013205,10.210011,2.724101,9.492013,2.644850,9.190641,2.898247,9.577495,2.715952,10.884399,2.351109,10.755868,2.507692,9.323320,2.198152,7.819006,2.481636,7.906474,2.262697,8.911271,2.281253,9.951041,2.066787,8.682781,2.021006,8.770768,1.665857,10.869962,1.761207,8.393004,1.535198,9.846954,1.456875,9.071255,1.382085,-22.725211
1.804000,0.000000,10.559838,-1.816829,10.517245,-1.995007,10.453374,-2.119195,8.138935,-2.001280,10.434137,-2.254722,11.786013,-2.284901,9.280335,-2.279179,8.986548,-2.417511,8.845395,-2.611424,9.613425,-2.818898,9.928011,-2.875582,9.623084,-2.934630,10.345426,-2.919239,10.067852,-2.804950,10.220460,-3.046468,10.379220,-3.062991,11.661510,2.966599,9.676911,2.693299,12.536102,2.864301,10.724691,2.479828,9.959596,2.714200,12.086928,2.646010,10.318942,2.524874,10.870397,2.357780,10.165691,2.205923,11.282523,2.246247,10.031967,2.123886,9.803523,2.157946,9.055630,2.079502,9.962736,2.122162,11.290932,1.733375,9.768085,1.938010,-23.662800
1.904000,0.000000,9.889903,3.059029,9.367968,3.121766,8.654808,-3.075717,8.215880,3.140793,9.814167,2.932826,7.692313,3.093720,8.361953,3.097866,8.027679,3.098224,7.302088,-2.986769,8.285574,-2.767032,8.084129,-2.960714,8.661588,-2.772699,9.858428,-2.649066,8.221475,-2.949519,8.393452,-2.906774,8.061537,-2.740101,8.697630,-2.784201,8.007951,-2.684897,9.123525,-2.788912,7.529748,-2.754142,8.070887,-2.510373,9.696784,-2.699538,9.007135,-2.413954,8.517848,-2.605701,8.494351,-2.587159,9.370951,-2.468482,8.605460,-2.390516,8.957195,-2.519250,8.935292,-2.427690,7.413810,-2.311433,8.101837,-2.190363,8.179627,-2.356539,-22.312053
2.004000,0.000000,6.923135,2.845364,8.978502,2.892794,8.176888,-3.136366,7.003015,3.037488,8.474071,2.923573,9.266209,-3.117434,7.335316,3.009723,6.303739,3.113167,7.670569,-3.057453,8.834673,3.134756,7.311098,-2.898203,7.393509,-3.063668,7.517714,-2.794216,7.625912,-3.038828,9.440278,-2.794488,7.446349,-2.802792,8.776972,-2.621627,8.647852,-2.874225,9.765948,-2.588409,8.383009,-2.752076,8.695729,-2.639682,7.949352,-2.551546,6.848664,-2.700912,7.360542,-2.572765,8.451592,-2.545862,7.036228,-2.506680,7.885717,-2.504780,9.359681,-2.594890,6.748855,-2.325034,7.740997,-2.591558,7.123037,-2.375942,8.787830,-2.262033,-21.401943
2.104000,0.000000,8.126040,2.462121,8.772441,2.538198,7.113851,2.796651,8.732447,2.615222,7.594515,2.704825,10.536317,2.541363,8.348027,3.032784,8.724482,2.733144,8.541210,2.813265,11.288190,2.922673,8.567947,-3.125947,8.617060,2.867623,9.162027,2.986661,10.077017,2.958381,9.397006,-3.135661,10.220691,2.910725,8.238178,3.099148,8.059071,3.107054,7.563286,-3.127806,7.895577,3.094868,7.436444,-3.071533,8.834199,-2.866991,7.705606,-3.046719,8.007521,-2.821622,7.751240,-2.902345,9.732475,-2.684091,8.288349,-2.698639,8.700613,-2.719138,9.454299,-2.832351,8.068394,-2.880854,8.516348,-2.693146,9.656558,-2.705614,-21.925816
2.204000,0.000000,9.595717,2.273232,10.072643,2.644782,9.750758,2.399582,8.372287,2.533534,11.334594,2.397738,10.217841,2.527392,8.384508,2.547603,9.150170,2.599530,8.254816,2.682706,10.330634,2.796130,9.597675,2.634115,8.884436,3.092000,7.596946,2.682225,9.949803,2.841101,9.443198,2.883138,9.254651,2.830647,8.464517,2.800480,8.899500,2.852526,7.736093,3.043186,13.280602,2.936065,9.140469,2.969970,10.359238,2.949968,8.908960,3.044796,9.265985,3.053424,9.942083,-3.104496,9.653113,-3.013358,8.427292,-3.050519,11.031586,-3.107659,8.358052,-2.983613,9.624959,-2.986516,10.006545,-2.876167,10.003689,-2.903066,-22.964981
2.305000,0.000000,11.352451,2.580847,11.753343,2.576997,9.669808,2.702469,9.743102,2.872760,10.923994,2.805188,8.648153,2.810030,8.921684,2.993048,10.480156,2.948025,10.378951,-3.066647,10.569736,3.060829,8.913717,2.963235,10.210789,2.903839,11.371440,2.917074,8.777038,2.997743,8.746966,3.033784,9.062200,3.019329,9.370721,-2.973703,10.024654,-3.127742,10.623962,-3.032293,9.031197,-2.994227,10.813480,-2.812284,11.272519,-2.861711,8.170662,-2.883463,9.040957,-2.787085,10.054886,-2.853129,11.001128,-2.847317,10.458962,-2.701947,10.307305,-2.849694,9.528470,-2.806404,11.010714,-2.540716,9.570524,-2.653829,12.124996,-2.522058,-23.597780
2.405000,0.000000,9.873518,2.989697,9.031930,2.970196,8.806986,3.007067,10.392422,3.130121,9.062950,2.973442,11.760144,3.046931,8.741043,-3.124077,8.364951,-3.057078,10.197435,3.097710,9.525170,3.055669,9.164438,-2.845658,8.073758,3.087241,10.106321,-2.993096,10.257241,-3.012578,11.780775,-2.722809,10.936248,-2.895702,10.460854,-2.911605,9.198367,-2.912168,9.286176,-3.032282,9.404991,-2.663968,7.437182,-2.575726,10.308230,-2.508102,9.347686,-2.648392,11.724343,-2.727216,8.350354,-2.441727,9.136242,-2.249369,9.750053,-2.606967,11.582069,-2.314440,9.891791,-2.277395,10.201680,-2.217121,10.027446,-2.457675,10.317897,-2.324717,-22.874665
2.505000,0.000000,8.620305,3.021117,9.672931,-3.138606,8.212050,3.112953,9.573615,-3.088116,8.416863,-3.101339,9.135483,-3.128286,8.565390,-3.012506,7.911602,3.079525,8.939848,-3.073876,7.328325,-3.031255,7.333886,-2.914540,7.775311,-3.001869,9.737318,-2.738795,9.022133,-2.780191,7.746825,-2.634904,7.337030,-2.562669,6.614180,-2.843863,7.496725,-2.481357,6.578099,-2.711710,9.660913,-2.637107,8.234741,-2.580619,9.211186,-2.695357,8.695007,-2.762843,8.593643,-2.447122,8.264742,-2.247969,8.474809,-2.318601,8.634095,-2.336253,9.185288,-2.371288,8.845772,-2.541229,7.877304,-2.317762,9.964691,-2.337132,8.569997,-2.204171,-21.851927
2.605000,0.000000,8.402275,2.801612,7.315147,2.956893,8.496388,2.996163,7.982607,2.964504,8.640050,3.070425,7.629769,-3.109013,8.236400,-3.075415,6.324056,3.016049,7.975302,3.027205,6.714694,-2.861891,7.232422,-3.085732,7.235155,-2.822044,7.327508,-2.984052,6.814752,3.112756,9.151809,-3.019171,6.602417,-2.834866,6.363893,-2.849512,6.336612,-2.733976,7.525699,-2.766973,6.372059,-2.860065,9.170675,-2.690366,6.668971,-2.584209,7.654110,-2.793548,7.812008,-2.583440,7.178593,-2.514766,7.291434,-2.645530,8.519817,-2.641609,7.036697,-2.559990,8.235073,-2.500615,7.486229,-2.397017,8.845917,-2.407274,8.560104,-2.551130,-21.342696
2.706000,0.000000,8.616629,2.747108,7.443679,2.615133,7.793647,2.798453,7.143269,2.686936,7.932482,2.882155,8.416398,2.829211,9.301926,2.962184,8.389956,3.079960,6.683280,3.103235,6.751838,-3.139116,7.566359,2.963942,7.589218,-3.097855,8.047735,-2.972995,7.591732,-3.078089,7.398214,-3.053666,7.194198,-3.041318,6.922245,-3.018097,7.851313,-3.014862,7.849055,-3.031163,6.097116,-3.020491,7.412771,-2.845394,8.063257,-2.752355,8.158487,-2.778637,7.293765,-2.698020,8.285247,-2.773769,9.037506,-2.854843,7.797609,-2.646454,9.384123,-2.537863,7.209854,-2.740243,8.460765,-2.709947,8.060347,-2.462165,8.033625,-2.400455,-21.537002
2.806000,0.000000,8.181678,2.569730,9.043437,2.693676,7.803594,2.709641,8.474974,2.809415,8.655391,2.767200,9.287549,2.954026,7.749971,2.879911,7.633361,2.906647,7.326429,2.967490,8.142236,2.900467,7.080839,3.004824,8.162138,2.973955,7.746776,3.133646,7.520234,2.951905,7.984981,-3.135038,9.218689,2.924700,7.408733,-3.029626,7.667770,-2.993702,7.706879,-3.055432,8.030631,-2.904464,7.268074,-2.960604,8.007592,3.036761,7.596523,-2.822477,7.748631,-2.832249,7.573443,-2.692663,7.269468,-2.698219,7.408791,-2.651758,8.304831,-2.845842,8.500261,-2.802600,7.288734,-2.692657,7.737514,-2.634931,7.775905,-2.477458,-21.551648
2.906000,0.000000,7.753869,2.521948,10.277689,2.771053,7.866974,2.646369,8.309065,2.672216,8.146436,2.694642,7.233734,2.712644,8.914360,2.919881,7.706925,2.816512,7.977567,2.826599,8.197924,2.824087,6.575664,2.840746,7.329408,2.841689,7.844986,2.953666,7.157683,2.884371,7.089929,-3.045747,7.043326,3.012753,7.415143,3.034682,8.571771,-3.001481,8.101882,-2.928199,7.089880,-3.069608,10.231077,-2.943408,7.856069,-3.105766,8.439885,-2.836391,7.856756,-2.964196,9.124349,-2.840894,6.943300,-2.821601,9.719846,-2.744480,8.839431,-2.646263,7.749595,-2.851807,8.220770,-2.775452,7.802412,-2.624432,7.988150,-2.839601,-21.737275
3.006000,0.000000,8.826710,2.613269,7.542363,2.501546,7.038837,2.746301,8.877642,2.527477,8.685020,2.657653,8.566521,2.611684,8.168235,2.642405,8.761595,2.808377,7.378836,2.863100,7.328512,2.759924,7.797612,2.661908,7.956152,-3.127952,7.202007,2.890821,9.314267,2.959731,8.117297,3.011776,8.273367,2.957563,7.225043,3.112958,9.254770,-3.123572,6.808523,3.119357,7.600817,-3.075440,8.063741,-3.060433,7.361038,-3.057501,9.334898,-2.875131,8.065349,-2.963312,7.980296,-2.991732,8.840100,-2.998497,7.713288,-2.957518,8.343366,-2.836224,8.211160,-2.656676,7.346981,-2.778512,10.041335,-2.635948,8.559953,-2.791601,-21.699926
3.106000,0.000000,8.792957,2.547522,8.922289,2.601418,7.334269,2.511319,8.964941,2.752583,7.526303,2.616562,7.710711,2.732078,8.424412,2.683017,6.859777,2.687298,6.878412,2.832072,8.133612,2.930964,8.741134,2.870679,9.331944,2.826230,8.582590,3.027335,8.656442,2.989210,8.574362,2.752554,8.812764,-3.098780,9.094694,-3.129429,8.210703,2.994620,7.159274,-3.120895,9.699370,3.080182,8.203086,-3.004884,8.133584,-2.991918,7.878155,-2.940136,8.357883,-2.798424,6.893926,-2.921257,8.164941,-2.993176,9.828917,-2.886211,9.332812,-2.598103,7.016741,-2.862858,7.168893,-2.718868,7.845240,-2.814187,7.429463,-2.458703,-21.687041
3.207000,0.000000,8.011272,2.515407,7.935242,2.699500,8.883170,2.620044,8.665912,2.730163,7.783647,2.651371,8.581720,2.785156,7.203452,2.627274,6.383872,2.897321,6.872507,2.935634,7.707758,2.927494,7.692990,2.898135,6.590996,2.894455,7.161749,3.076029,7.441363,2.992782,6.873837,3.088875,6.421450,3.082317,8.981901,3.032116,6.972807,-3.116286,7.544092,-3.049402,8.522535,3.022438,6.847422,3.133793,7.170713,-2.902879,8.207903,-3.015580,7.422974,-2.939918,9.059579,-3.035449,9.151107,-2.874763,6.869826,-2.661593,8.451163,-2.860696,7.896708,-2.571599,7.378250,-2.679776,11.377948,-2.695225,8.230128,-2.677779,-21.574056
3.307000,0.000000,7.376706,2.657240,8.146173,2.878834,8.368866,2.767612,7.393715,2.807901,7.930735,2.793943,6.955718,3.007111,7.342553,3.034532,7.224841,3.025212,7.540968,3.054533,8.196617,2.970658,8.011474,-3.044760,8.464720,3.113573,7.445721,3.133559,6.237835,2.988283,7.084273,-3.126569,7.019400,-3.025808,7.634064,-2.924065,8.570990,-3.049465,7.737895,-2.930087,7.111189,-2.914595,9.274441,-2.953397,8.572455,-2.853204,8.714154,-2.839159,8.630642,-2.624964,7.220879,-2.841290,8.132271,-2.760410,8.661997,-2.449259,6.837884,-2.607403,7.993681,-2.355202,7.485506,-2.469262,8.491316,-2.676564,9.565963,-2.471736,-21.456826
3.407000,0.000000,8.719125,2.944911,9.302922,2.961884,8.417724,2.919210,9.035852,3.055531,8.584232,2.854416,8.393407,2.988488,9.128844,-3.044580,7.246772,3.072155,8.539328,3.139736,8.677651,-3.082244,6.899043,-3.076062,8.488576,-3.137301,10.060157,-3.091648,8.700977,-2.813053,7.805335,-2.861551,8.490709,-2.911022,6.783543,-2.840852,8.306592,-2.934555,8.498284,-2.904078,7.128298,-2.905849,6.226080,-2.699729,8.400613,-2.678773,9.292524,-2.606276,8.724953,-2.465258,8.413538,-2.598221,8.660045,-2.382861,9.518818,-2.405112,7.581918,-2.584428,8.722667,-2.394518,7.980310,-2.373104,7.574223,-2.657897,8.762772,-2.460343,-21.656448
