Time,BER,Ch 00 (Mag),Ch 00 (Pha),Ch 01 (Mag),Ch 01 (Pha),Ch 02 (Mag),Ch 02 (Pha),Ch 03 (Mag),Ch 03 (Pha),Ch 04 (Mag),Ch 04 (Pha),Ch 05 (Mag),Ch 05 (Pha),Ch 06 (Mag),Ch 06 (Pha),Ch 07 (Mag),Ch 07 (Pha),Ch 08 (Mag),Ch 08 (Pha),Ch 09 (Mag),Ch 09 (Pha),Ch 10 (Mag),Ch 10 (Pha),Ch 11 (Mag),Ch 11 (Pha),Ch 12 (Mag),Ch 12 (Pha),Ch 13 (Mag),Ch 13 (Pha),Ch 14 (Mag),Ch 14 (Pha),Ch 15 (Mag),Ch 15 (Pha),Ch 16 (Mag),Ch 16 (Pha),Ch 17 (Mag),Ch 17 (Pha),Ch 18 (Mag),Ch 18 (Pha),Ch 19 (Mag),Ch 19 (Pha),Ch 20 (Mag),Ch 20 (Pha),Ch 21 (Mag),Ch 21 (Pha),Ch 22 (Mag),Ch 22 (Pha),Ch 23 (Mag),Ch 23 (Pha),Ch 24 (Mag),Ch 24 (Pha),Ch 25 (Mag),Ch 25 (Pha),Ch 26 (Mag),Ch 26 (Pha),Ch 27 (Mag),Ch 27 (Pha),Ch 28 (Mag),Ch 28 (Pha),Ch 29 (Mag),Ch 29 (Pha),Ch 30 (Mag),Ch 30 (Pha),Ch 31 (Mag),Ch 31 (Pha),RSS
0.000000,0.000000,12.611913,-1.684948,11.315303,-1.703274,11.219470,-1.788243,12.398902,-1.994843,14.094203,-2.051538,13.618702,-2.219377,11.987921,-2.163637,10.892741,-2.215047,13.497424,-2.230477,12.008617,-2.553702,10.924284,-2.431425,13.380509,-2.890703,12.197592,-2.785976,11.820010,-2.759377,12.209771,-2.840635,12.082303,-2.862495,11.211500,-3.106393,14.547627,2.992191,12.459586,2.972226,10.927297,2.807614,10.222452,2.809490,10.848486,2.814402,11.577038,2.649305,12.155773,2.618842,10.174655,2.480708,12.269931,2.482973,13.359163,2.355203,11.700916,2.272827,12.162403,2.123319,10.637718,2.084824,13.510373,1.917135,12.738434,1.729728,-24.952966
0.100000,0.000000,10.340199,2.476141,9.828758,2.694734,8.766852,2.557549,10.770497,2.698944,8.849127,2.739642,11.618564,2.922426,9.233794,2.810151,8.235701,2.788120,8.684342,2.960413,10.073057,3.006171,7.567640,3.055171,10.053217,2.988193,9.798565,2.905614,8.061071,3.109062,8.758530,3.035111,10.006523,-3.099796,8.495993,3.087326,8.093160,-2.893593,9.397836,-3.109243,8.807181,3.081379,8.709068,-2.940818,10.542969,-3.015569,9.158437,-3.051847,9.447172,-3.076818,9.441684,-2.945263,11.089036,-2.905543,9.208821,-2.920902,9.159835,-2.750578,9.014016,-2.748501,8.033734,-2.716995,8.695911,-2.515364,11.034754,-2.726759,-22.896139
0.200000,0.000000,12.255957,2.406254,12.805931,2.557257,14.496975,2.489549,14.278222,2.783407,12.974606,2.500710,11.389715,2.595593,13.992980,2.497163,11.158117,2.575378,10.722975,2.634135,13.300722,2.850212,12.432214,2.679828,12.295923,2.882243,11.893338,2.909886,11.785164,2.681570,13.614485,2.989501,13.262088,2.882805,11.269184,2.966204,11.461952,2.991954,10.200865,3.067003,13.054298,3.107396,12.319319,-2.977735,13.594704,-3.037353,13.138499,2.939201,13.350416,-3.120322,11.415192,-3.051011,12.492968,-2.955850,11.685885,-2.969347,14.012402,-3.048824,12.764951,-2.942489,11.203012,-2.849982,12.842275,-2.745771,12.308743,-2.651757,-25.447014
0.301000,0.000000,26.152678,2.635403,21.481459,2.597684,24.500475,2.614209,27.186451,2.669363,26.334760,2.777424,26.391167,2.861632,24.003938,2.953725,24.417866,2.751832,32.883470,2.860647,28.657302,2.929481,23.411944,2.994523,22.463973,2.936897,29.430097,3.066895,23.757690,2.901693,22.640327,3.082398,21.689436,2.997389,24.173514,3.093950,23.292619,3.136331,27.720488,3.081499,24.671166,-2.989239,23.190347,3.058771,22.298593,-3.086937,21.373748,-2.988635,20.204461,-2.963316,18.976691,-2.950549,22.891356,-2.915229,20.155304,-2.752777,22.620032,-2.679908,20.153881,-2.750691,24.695523,-2.839875,23.632726,-2.917370,24.752037,-2.881800,-30.852206
0.401000,0.000000,21.747135,2.821771,21.118568,3.033220,21.079117,3.035859,22.223420,3.113623,20.844660,2.957211,28.085829,2.944016,19.911763,-3.129609,19.470662,3.032706,22.826846,-3.033210,22.097695,3.135032,17.957732,-3.095448,19.102325,-2.910999,21.055948,-2.928528,20.805846,-2.976766,20.740234,-2.926826,23.536617,-2.870230,20.335288,-2.729138,21.057719,-2.790920,20.591639,-2.832981,23.611847,-2.789216,17.578974,-2.625887,18.715706,-2.571949,19.974064,-2.707277,20.075521,-2.524179,19.393998,-2.554224,19.640623,-2.391025,17.192893,-2.578974,20.701430,-2.452763,21.358562,-2.444000,18.414613,-2.379908,19.325566,-2.372007,24.327799,-2.339491,-30.007321
0.501000,0.000000,13.638991,2.920123,15.107686,2.910930,13.991179,2.913942,13.239889,3.049030,14.502196,2.960136,13.082285,2.971764,13.328311,-3.083897,12.201319,3.055411,12.758297,-3.031658,11.149320,-3.057618,11.486737,3.103189,13.157139,-3.031788,13.089006,-2.986634,12.621433,3.111820,10.602958,-3.031319,11.669435,-2.899262,12.232384,-2.954297,13.714738,-2.957033,13.271082,-2.829597,12.311281,-2.694842,11.795470,-2.808023,11.351170,-2.685697,12.670414,-2.729760,12.081121,-2.751057,13.873894,-2.634289,11.937070,-2.607076,13.970374,-2.558228,13.002414,-2.574591,13.960665,-2.438493,11.866057,-2.561247,14.097049,-2.396060,13.092111,-2.398907,-25.888330
0.601000,0.000000,11.262110,-1.572531,9.388256,-1.593650,9.266254,-1.867279,10.368123,-1.941970,10.319488,-2.169830,10.787519,-2.064248,8.533055,-2.186063,9.130976,-2.276384,11.703910,-2.429450,9.534145,-2.487094,9.635315,-2.581667,9.621036,-2.641286,9.336989,-2.786826,10.555193,-2.901284,9.228517,-3.057635,9.113803,-3.137270,8.015465,3.128606,9.384273,2.978480,9.563572,2.967559,8.108543,2.840192,8.696767,2.852623,10.721979,2.527196,9.443977,2.573189,9.540572,2.296741,8.377665,2.299369,10.402230,2.201387,10.364868,2.098334,9.838210,2.142274,9.088029,2.120097,10.532174,2.038112,9.509849,1.818861,10.180310,1.858448,-23.287331
0.701000,0.000000,10.239253,2.570877,9.106791,2.705129,8.212487,2.632084,9.323654,2.797452,7.909097,2.797323,8.858218,2.852807,8.299542,2.788973,8.856245,2.977695,8.404788,2.847018,8.972245,3.010365,8.781633,2.854103,9.101442,3.030100,9.088167,-3.122149,9.339780,-3.023223,8.319385,3.003241,7.376275,3.113890,8.319459,-3.039232,9.491986,3.095644,8.086373,-3.095859,10.949924,-3.080920,8.980906,-2.985435,8.677080,-3.080710,8.827852,-2.810008,8.884062,-2.773115,7.949837,-2.825554,9.329607,-2.805882,9.532178,-2.755681,9.176631,-2.643752,7.832987,-2.701399,8.678469,-2.642277,9.418424,-2.635144,7.954542,-2.474463,-22.428792
0.801000,0.000000,9.691815,2.659775,10.098410,2.731425,9.941619,2.731469,7.887864,2.637743,10.995840,2.676107,8.472510,2.706185,8.618088,2.650313,8.760192,2.587104,10.374375,3.013781,9.860849,3.021453,7.998097,2.847145,9.539717,2.913307,12.151927,2.810858,7.883588,2.965190,9.791485,3.054368,8.678063,3.135838,9.082700,2.961237,8.991936,-3.081710,8.551070,-3.031571,9.304785,3.061079,8.306308,-2.984892,9.742932,3.068777,10.200737,-2.933269,8.642120,-3.039192,11.649558,-2.812749,7.658289,-2.913284,8.379893,-2.778910,8.601948,-2.639143,7.886935,-2.956279,9.356450,-2.809098,9.311163,-2.725438,9.564299,-2.606051,-22.833759
0.901000,0.000000,9.266596,2.544619,10.945387,2.459707,11.537690,2.616365,11.638449,2.487247,10.802591,2.692028,9.800440,2.722556,9.963691,2.788994,10.367731,2.863619,11.550098,2.845554,11.148230,2.944479,10.128934,2.866594,9.094789,2.886521,9.490711,2.930464,9.624685,2.909331,10.595073,3.084215,9.310896,-3.139153,11.598521,3.018911,10.339077,2.993216,10.544248,3.084972,11.262714,-3.138174,10.610546,-2.992168,9.447651,2.954280,9.890339,-2.952391,9.307956,-3.130885,9.664057,-2.991367,9.712539,-3.065387,10.262870,-2.929476,10.131517,-2.897124,10.442041,-2.708673,11.088256,-2.752136,10.666397,-2.873938,9.672375,-2.594045,-23.668064
